0.000000000000000000e+00,-1.301956872454003711e-01,5.708123936878938681e-02,2.084742574386300173e-02,1.308114932177530665e-01,3.066508434061124833e-01,1.216140551997157565e-01,-4.232653707155780154e-01,-7.933688107471050799e-01,-3.043525798023458684e-01,1.481662113883041101e-02,-2.283726246418343042e-01,-1.171792718330551819e-01
0.000000000000000000e+00,-6.687145240666443613e-02,3.179255088939039048e-02,3.450841786653547488e-02,1.451221107895011853e-01,1.947558229598802260e-01,1.378650651007083394e-01,-3.977118968436999524e-01,-3.991519330966895041e-01,-3.508878084086836657e-01,2.320629131713448576e-02,-2.301108146347177197e-01,1.623948657092760539e-01
0.000000000000000000e+00,4.829002140401363920e-03,2.207215093006178672e-02,4.387011131638003658e-02,1.693480597003045873e-01,1.324140368857598671e-01,1.442078174382906142e-01,-3.447075549157579966e-01,-6.439336428752570063e-01,-3.660625352774620755e-01,4.070629816679594698e-02,-2.404671143109010645e-01,4.754799238708516951e-01
0.000000000000000000e+00,7.459487787391493041e-02,-4.540283349634195720e-03,5.075631814272422992e-02,1.221270055944294469e-01,1.527252821030915808e-01,6.283349458138576260e-02,-3.733923555046164133e-01,-8.990675573590296565e-01,-3.252812003609731328e-01,-3.175893182176708907e-02,-2.423504485942614972e-01,5.011101843493439567e-01
0.000000000000000000e+00,1.212305246572765449e-01,-6.814194127122977056e-03,4.324912493603625535e-02,8.951396951239948274e-02,1.839051090978278402e-01,5.848437802434779814e-02,-3.583719209551128326e-01,-1.003636644597361238e+00,-3.270941037351404734e-01,-7.781009932061708212e-02,-2.494273622796957246e-01,5.162157823237716325e-01
0.000000000000000000e+00,1.745594680458601722e-01,-1.609403712513616386e-02,5.924877062015423967e-02,1.040270116679227197e-01,2.147452902811585740e-01,4.844990644091051735e-02,-3.402244392988533206e-01,-1.047366068592222366e+00,-3.455691939710059946e-01,-1.004980964815833655e-01,-2.522338261868411480e-01,4.754797259367968820e-01
0.000000000000000000e+00,2.571360582098208281e-01,-2.172070651104679451e-02,5.255138478939501423e-02,8.117494112730043454e-02,2.457517483106540501e-01,4.395800895523795104e-02,-3.316981510051195126e-01,-1.080546380944012119e+00,-3.372587737559172849e-01,-6.959944707112905582e-02,-2.567431580702408400e-01,4.561444622355265710e-01
0.000000000000000000e+00,3.110278324414335605e-01,-2.667664355806711324e-02,3.774761138271020416e-02,3.463982550146805367e-02,2.856019695503971834e-01,4.646578336340301263e-02,-3.266558842146268793e-01,-1.108818019920440934e+00,-3.203317615859087031e-01,-3.963371646754458577e-02,-2.718095863005443591e-01,4.381799067332325381e-01
0.000000000000000000e+00,3.588198551080347687e-01,-3.108550723352212011e-02,2.837678582859955861e-02,2.594162841188930521e-02,3.190986177570085403e-01,6.556400004918030988e-02,-3.003421922999680027e-01,-1.121769127962397805e+00,-3.186111335840698389e-01,-9.023208037389521610e-03,-2.801733002211573842e-01,4.157143196143428532e-01
0.000000000000000000e+00,3.719504113470827877e-01,-2.718855966203511526e-02,2.956574665375812094e-02,-1.207271098192893482e-03,3.328214307686578888e-01,8.162210734021682623e-02,-2.814639360418531577e-01,-1.131127897912102886e+00,-3.380554330869399160e-01,1.900999038794617697e-03,-2.818841159296676668e-01,4.115850073160636224e-01
0.000000000000000000e+00,3.682141655454793661e-01,-3.276524455023235166e-02,1.259776282411908220e-02,-1.194987007600466743e-02,3.344324278896295133e-01,1.119415653561692814e-01,-2.738344878304603269e-01,-1.129104310548594281e+00,-3.620512929231944899e-01,-1.296639075966349655e-02,-2.803562681196016815e-01,4.258060115725991190e-01
0.000000000000000000e+00,3.644849599497617665e-01,-3.398386995305609226e-02,1.466733090227783504e-02,-2.290592277678349387e-02,3.269435312453028986e-01,1.378883506961839922e-01,-2.663445195393646103e-01,-1.123315123990407338e+00,-3.707409167744956657e-01,-3.023371545164474372e-02,-2.724930081009545590e-01,4.458384571381573402e-01
0.000000000000000000e+00,3.586562210309993115e-01,-2.688770445868950143e-02,-4.399460218495968716e-03,-1.511038822060654062e-02,3.538220177873471761e-01,1.423363987559503607e-01,-2.621660759269984764e-01,-1.110472928315974661e+00,-3.651806826246279392e-01,-4.118108878083077268e-02,-2.653904334298890499e-01,4.208028815276583234e-01
0.000000000000000000e+00,3.686708262025334415e-01,-2.337578555433661442e-02,-8.168589453718099955e-03,-1.646412019814701838e-02,4.759225643013180740e-01,1.138699732624987304e-01,-2.604012881573721239e-01,-1.099643768711624281e+00,-3.583812435719063161e-01,-2.067742391565342147e-02,-2.631705312273184272e-01,4.574618544627404582e-01
0.000000000000000000e+00,3.740490490893065290e-01,-2.324588410730163771e-02,2.950375641795828507e-02,-3.221797852145780183e-02,6.054496657616932342e-01,7.936083159351835226e-02,-2.631112354817319865e-01,-1.059307488388557816e+00,-3.271921687364349185e-01,3.121437597569168970e-03,-2.713980185670176182e-01,3.963782115605037903e-01
0.000000000000000000e+00,4.035301141593468088e-01,-1.116098348964022179e-02,7.850581092405792272e-02,-6.053425717303669712e-02,7.006497029823312017e-01,4.427836585807985031e-02,-2.425113889829062230e-01,-9.756260985434149768e-01,-2.783831291693500409e-01,3.372175954249517077e-02,-2.582951143443639186e-01,3.576787263760345947e-01
0.000000000000000000e+00,4.506047811979645434e-01,-3.160201119051526952e-02,1.058438537615364328e-01,-4.388263106923689927e-02,7.477856906304891638e-01,2.148011921351241499e-02,-2.521475459815541997e-01,-8.695889321766144819e-01,-1.884478668371529497e-01,5.516319925543678587e-02,-2.442589367764345654e-01,2.749921800780319447e-01
0.000000000000000000e+00,4.734134131472521045e-01,-4.414340395673161527e-02,1.039860534359431932e-01,-3.783308534932672967e-02,7.380730692677657245e-01,-9.085538168859546779e-03,-2.510425194225558987e-01,-7.079586972603851835e-01,-1.008268272276979238e-01,4.998758001930936334e-02,-2.471799165302982215e-01,1.689367836140914791e-01
