0.000000000000000000e+00,0.000000000000000000e+00
6.002745150000000000e+08,5.807286280000000000e+08
5.440794420000000000e+08,5.760914190000000000e+08
4.890488020000000000e+08,5.775140520000000000e+08
3.613930430000000000e+08,5.801159820000000000e+08
2.186368240000000000e+08,5.799589410000000000e+08
1.979367190000000000e+08,5.753846420000000000e+08
2.972241780000000000e+08,5.709603280000000000e+08
4.895053500000000000e+08,5.691709210000000000e+08
4.230207380000000000e+08,5.715990140000000000e+08
1.026682220000000000e+09,5.914998430000000000e+08
1.002602816000000000e+09,5.979373920000000000e+08
1.128966644000000000e+09,6.009867810000000000e+08
5.334508660000000000e+08,6.113967200000000000e+08
4.249305080000000000e+08,6.172732460000000000e+08
3.188295590000000000e+08,6.189966690000000000e+08
7.505271560000000000e+08,6.192826540000000000e+08
8.012062590000000000e+08,6.255048050000000000e+08
4.857242980000000000e+08,6.398317200000000000e+08
4.078107520000000000e+08,6.439031870000000000e+08
4.633973340000000000e+08,6.429257440000000000e+08
3.581551320000000000e+08,6.413069070000000000e+08
3.447292860000000000e+08,6.363918710000000000e+08
3.113979130000000000e+08,6.360444400000000000e+08
3.577167330000000000e+08,6.433535830000000000e+08
3.786532020000000000e+08,6.380181520000000000e+08
3.160310660000000000e+08,6.345749120000000000e+08
2.442394350000000000e+08,6.305699920000000000e+08
2.431048270000000000e+08,6.194256000000000000e+08
2.483113370000000000e+08,6.014532160000000000e+08
2.896038220000000000e+08,5.923832710000000000e+08
3.013523750000000000e+08,5.907924350000000000e+08
3.130105270000000000e+08,5.892342300000000000e+08
2.902901000000000000e+08,5.864618330000000000e+08
3.697523200000000000e+08,5.783418520000000000e+08
5.550293820000000000e+08,5.727985690000000000e+08
4.854967850000000000e+08,5.758586930000000000e+08
5.697541780000000000e+08,5.793680050000000000e+08
5.686534790000000000e+08,5.882143550000000000e+08
3.209982080000000000e+08,6.005532600000000000e+08
4.421133900000000000e+08,6.089026880000000000e+08
5.242735220000000000e+08,6.126019000000000000e+08
4.211813780000000000e+08,6.120610650000000000e+08
3.455689940000000000e+08,6.013974020000000000e+08
3.404643220000000000e+08,5.910862060000000000e+08
2.425533790000000000e+08,5.886374120000000000e+08
2.679528610000000000e+08,5.923189790000000000e+08
1.700090990000000000e+08,5.913698740000000000e+08
2.244514530000000000e+08,5.878966820000000000e+08
2.091656180000000000e+08,5.861115810000000000e+08
1.641648530000000000e+08,5.851478970000000000e+08
4.214723940000000000e+08,5.846132060000000000e+08
4.690909940000000000e+08,5.844363480000000000e+08
4.047982030000000000e+08,5.845160720000000000e+08
3.218935590000000000e+08,5.825565010000000000e+08
