3.078685940000000000e+08,5.857922410000000000e+08
4.697462150000000000e+08,5.906230890000000000e+08
3.227528630000000000e+08,5.920275970000000000e+08
3.960358270000000000e+08,5.915129390000000000e+08
6.899423770000000000e+08,5.927575720000000000e+08
7.558694460000000000e+08,5.974735020000000000e+08
7.011759850000000000e+08,5.991405170000000000e+08
7.041360810000000000e+08,6.096994000000000000e+08
5.398696880000000000e+08,6.172627720000000000e+08
6.699549660000000000e+08,6.209297510000000000e+08
5.553003060000000000e+08,6.272732400000000000e+08
3.989457200000000000e+08,6.372784200000000000e+08
6.512998750000000000e+08,6.456189990000000000e+08
5.182627010000000000e+08,6.497647540000000000e+08
5.581133480000000000e+08,6.462120900000000000e+08
4.840706480000000000e+08,6.495146900000000000e+08
4.747741480000000000e+08,6.224993850000000000e+08
4.908017230000000000e+08,5.966155270000000000e+08
3.749430900000000000e+08,5.810339600000000000e+08
5.450628530000000000e+08,5.794002020000000000e+08
8.030767940000000000e+08,5.977324200000000000e+08
5.214908830000000000e+08,6.060737160000000000e+08
4.098631460000000000e+08,6.029727130000000000e+08
4.586047850000000000e+08,6.084625690000000000e+08
7.517594310000000000e+08,6.085854790000000000e+08
7.331775350000000000e+08,6.146285190000000000e+08
5.688873330000000000e+08,6.221100710000000000e+08
6.528745780000000000e+08,6.396848310000000000e+08
5.733064190000000000e+08,6.497891220000000000e+08
6.373185250000000000e+08,6.445430110000000000e+08
7.994899750000000000e+08,6.600701010000000000e+08
7.544570330000000000e+08,6.909834310000000000e+08
6.460770930000000000e+08,7.033855420000000000e+08
6.180535550000000000e+08,7.273650110000000000e+08
5.496084780000000000e+08,7.076756370000000000e+08
6.043268320000000000e+08,6.759950060000000000e+08
5.987652950000000000e+08,6.715189490000000000e+08
5.537194920000000000e+08,6.895560780000000000e+08
7.544792230000000000e+08,7.042992510000000000e+08
6.393029590000000000e+08,7.363980800000000000e+08
5.525726500000000000e+08,7.315145210000000000e+08
4.846502010000000000e+08,7.302125800000000000e+08
4.764849610000000000e+08,7.196309130000000000e+08
4.157474160000000000e+08,7.005748350000000000e+08
4.891736390000000000e+08,6.649370190000000000e+08
5.704277380000000000e+08,6.582225450000000000e+08
6.075780540000000000e+08,6.778298410000000000e+08
6.565918150000000000e+08,6.918647370000000000e+08
5.613573880000000000e+08,6.929174130000000000e+08
4.810109380000000000e+08,6.711292090000000000e+08
3.774486340000000000e+08,6.433393380000000000e+08
5.828139640000000000e+08,6.381756230000000000e+08
5.600943150000000000e+08,6.435778960000000000e+08
5.380412180000000000e+08,6.478553700000000000e+08
3.198116440000000000e+08,6.428835480000000000e+08
6.829212990000000000e+08,6.369557300000000000e+08
6.578379030000000000e+08,6.420213910000000000e+08
5.797378130000000000e+08,6.429061510000000000e+08
7.901863950000000000e+08,6.438061200000000000e+08
8.560070760000000000e+08,6.679251140000000000e+08
8.164282720000000000e+08,6.876909860000000000e+08
5.030555930000000000e+08,6.902331190000000000e+08
5.554585540000000000e+08,6.954415990000000000e+08
6.386105380000000000e+08,6.995545010000000000e+08
5.351984570000000000e+08,7.005367640000000000e+08
